,author,review_text,review_rating,datetime,review_link,text_tokens,text_token_filtered,review_stemmed
250,Almaida Esha,tempat berlibur yang bagus dengan udara yang sejuk,5,12/31/2022 15:43:55,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCdGNLWHBBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBtcKXpAE%7CCgwIu7HBnQYQ8OLomgE%7C?hl=id,"['tempat', 'berlibur', 'yang', 'bagus', 'dengan', 'udara', 'yang', 'sejuk']","['berlibur', 'bagus', 'udara', 'sejuk']",libur bagus udara sejuk
251,Maff 10,,5,12/31/2022 12:52:08,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCMWRtVFlBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB1dmTYA%7CCgwI-ODAnQYQoNOtgQI%7C?hl=id,[],[],
252,Lucia Endah,,4,12/30/2022 23:59:00,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCNWJMa3NRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB5bLksQE%7CCgwIxPa9nQYQiLzppQM%7C?hl=id,[],[],
253,KOKO [EL-ZHATHA],,5,12/30/2022 15:47:26,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCeGNxQ1lBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBxcqCYA%7CCgwIjpC8nQYQiN6UiQI%7C?hl=id,[],[],
254,Cahyo Triwibowo (Cahyopierro),view pandangannya bagus tapi sayangnya pas disana pas ada hujan badai,5,12/30/2022 14:22:05,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCaGJlSDZ3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBhbeH6wE%7CCgsIjei7nQYQ8J-jcw%7C?hl=id,"['view', 'pandangannya', 'bagus', 'tapi', 'sayangnya', 'pas', 'disana', 'pas', 'ada', 'hujan', 'badai']","['view', 'pandangannya', 'bagus', 'sayangnya', 'pas', 'disana', 'pas', 'hujan', 'badai']",view pandang bagus sayang pas sana pas hujan badai
255,Mareyo Derina Derina,seru cuacanya dingin bgt siap jaket tebal banyak kuliner anak suka,4,12/30/2022 14:22:03,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCaGZlSjZ3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBhfeJ6wE%7CCgwIi-i7nQYQuOzuuAM%7C?hl=id,"['seru', 'cuacanya', 'dingin', 'bgt', 'siap', 'jaket', 'tebal', 'banyak', 'kuliner', 'anak', 'suka']","['seru', 'cuacanya', 'dingin', 'bgt', 'jaket', 'tebal', 'kuliner', 'anak', 'suka']",seru cuaca dingin bgt jaket tebal kuliner anak suka
256,Dian Nurulfitriyanti,,5,12/30/2022 11:21:57,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCaGRUQkJBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBhdTBBA%7CCgsI1ZO7nQYQsI6nQw%7C?hl=id,[],[],
257,ibu nana,kereennn adeeemmm,5,12/30/2022 03:20:59,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCdWRYUVB3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBudXQPw%7CCgwIm7K5nQYQoPWc8gI%7C?hl=id,"['kereennn', 'adeeemmm']","['kereennn', 'adeeemmm']",kereennn adeeemmm
258,Agus Irwanto Irwan,suasana natal di telaga sarangan mantap,5,12/29/2022 13:25:26,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCNmZiNUZREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB6fb5FQ%7CCgwIxqq2nQYQsNWEqAE%7C?hl=id,"['suasana', 'natal', 'di', 'telaga', 'sarangan', 'mantap']","['suasana', 'natal', 'telaga', 'sarangan', 'mantap']",suasana natal telaga sarangan mantap
259,Dahleea Anicken,,5,12/29/2022 13:13:03,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCNllhbE1BEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB6YalMA%7CCgwI36S2nQYQsITyswI%7C?hl=id,[],[],
260,ayoe zoenanie,tempat yg teg n sejuk asik buat ngopi n sarapan pagi d tepi telaga nyaa maka nya untuk kawasan wisata murah sekali n harga seragam apalagi cuaca pas kabut d telaga wiiih indah dingin n bikin nyaman,5,12/29/2022 11:27:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCcVktZXhRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBqY-exQE%7CCgwIl_O1nQYQsP27pwM%7C?hl=id,"['tempat', 'yg', 'teg', 'n', 'sejuk', 'asik', 'buat', 'ngopi', 'n', 'sarapan', 'pagi', 'd', 'tepi', 'telaga', 'nyaa', 'maka', 'nya', 'untuk', 'kawasan', 'wisata', 'murah', 'sekali', 'n', 'harga', 'seragam', 'apalagi', 'cuaca', 'pas', 'kabut', 'd', 'telaga', 'wiiih', 'indah', 'dingin', 'n', 'bikin', 'nyaman']","['yg', 'teg', 'n', 'sejuk', 'asik', 'ngopi', 'n', 'sarapan', 'pagi', 'd', 'tepi', 'telaga', 'nyaa', 'nya', 'kawasan', 'wisata', 'murah', 'n', 'harga', 'seragam', 'cuaca', 'pas', 'kabut', 'd', 'telaga', 'wiiih', 'indah', 'dingin', 'n', 'bikin', 'nyaman']",yg teg n sejuk asik ngopi n sarap pagi d tepi telaga nyaa nya kawasan wisata murah n harga seragam cuaca pas kabut d telaga wiiih indah dingin n bikin nyaman
261,Erlang R Telekomindo,telaga sarangan,5,12/29/2022 10:03:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCeWRfY0ZBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICByd_cFA%7CCgsIhsy1nQYQgJ7PDA%7C?hl=id,"['telaga', 'sarangan']","['telaga', 'sarangan']",telaga sarangan
262,Syaifudin Zuhri,,5,12/29/2022 09:40:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCcVpId25nRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBqZHwngE%7CCgwIosG1nQYQuKuWqwE%7C?hl=id,[],[],
263,Agus Binyo,jooosss,5,12/29/2022 09:22:53,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCcWQ2OFFnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBqd68Qg%7CCgwI7bi1nQYQ-KGj_wI%7C?hl=id,['jooosss'],['jooosss'],jooosss
264,mughni ilyas,keren,4,12/29/2022 07:21:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCcWNpZlFREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBqcifQQ%7CCgsI7v-0nQYQwOOYYw%7C?hl=id,['keren'],['keren'],keren
265,Dimas Susanto,gk seru tpi srru,5,12/29/2022 06:57:56,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCcVlDZTVRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBqYCe5QE%7CCgsI9PS0nQYQoI3hNQ%7C?hl=id,"['gk', 'seru', 'tpi', 'srru']","['gk', 'seru', 'tpi', 'srru']",gk seru tpi srru
266,bayu fajar,istimewa,5,12/29/2022 05:33:06,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCeVlPTEdREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICByYOLGQ%7CCgwIks20nQYQ4P6MnAI%7C?hl=id,['istimewa'],['istimewa'],istimewa
267,Agus Mulyono,oke liburan kali ini karna saya baru pertama kesini maka cerita kondisi jalan dulu ya untuk kondisi jalan ketika sekitar kurang menitan menuju lokasi telaga jalannya naik turun agak lumayan ya agak mirip jalan malang cangar gitu nah bagi teman yg juga baru pertama kali untuk pertimbangan teman saya bawa mobil tua livina tentu penggerak depan karna keluarga dan sodara saya banyak tapi mobil kecil maka dgn seleksi yg ketat ahirnya terpilih dewasa anak yg ikut dgn penumpang segitu alhamdulilah jala naik turun lancar pada gigi kalau teman bawa mobil penggerak belakang mestinya lebih ringan ya tentu pastikan teman cek mesin sebelum berangkat dan yg lebih utama cek rem ya kok rasanya tadi waktu penuru agak curam seperti ada yg dorong nah masuk lokasi tiket k orang tapi tadi kayaknya anak gak dihitung sama penjaga tiketnya karna ini bareng dgn liburan nataru maka situasi nampak ramai sekali jadi parkiran dekat lokasi penuh ahirnya dapat parkir sekitar meter dr lokasi tarif parkir mobil k tapi lokasi parkir banyak ya gak usah kuatir masuk lokasi seperti yg saya bilang tadi rame sejuk pemandangan indah sedikit berkabut dan bagi teman yg datang dari jauh dan capek ingin nginep teg aja banyak penginapan dan hotel disini tapi saya gak tau tarifnya ya karna saya masuk kategori kantong bpjs jadi mending nginep ditempat sodara yg kebetulan tempatnya menit dari sini untuk maka harga menurut saya normal misalnya sate kelinci k porsi atau pastikan tanya harga dulu sebelum pesan agar tdk terjadi hal yg tidak diinginkan tentang harga setelah makan untuk kopi teh sedikit lebih mahal dari tempat saya sini k gelas kecil tapi itu masih sangat wajar untuk ukuran lokasi wisata oke sementara itu dulu ceramah singkat saya tentang lokasi wisata telaga sarangan magetan salam ,5,12/29/2022 01:19:20,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCeWJEeUFnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBybDyAg%7CCgwImNaznQYQ2LSaugE%7C?hl=id,"['oke', 'liburan', 'kali', 'ini', 'karna', 'saya', 'baru', 'pertama', 'kesini', 'maka', 'cerita', 'kondisi', 'jalan', 'dulu', 'ya', 'untuk', 'kondisi', 'jalan', 'ketika', 'sekitar', 'kurang', 'menitan', 'menuju', 'lokasi', 'telaga', 'jalannya', 'naik', 'turun', 'agak', 'lumayan', 'ya', 'agak', 'mirip', 'jalan', 'malang', 'cangar', 'gitu', 'nah', 'bagi', 'teman', 'yg', 'juga', 'baru', 'pertama', 'kali', 'untuk', 'pertimbangan', 'teman', 'saya', 'bawa', 'mobil', 'tua', 'livina', 'tentu', 'penggerak', 'depan', 'karna', 'keluarga', 'dan', 'sodara', 'saya', 'banyak', 'tapi', 'mobil', 'kecil', 'maka', 'dgn', 'seleksi', 'yg', 'ketat', 'ahirnya', 'terpilih', 'dewasa', 'anak', 'yg', 'ikut', 'dgn', 'penumpang', 'segitu', 'alhamdulilah', 'jala', 'naik', 'turun', 'lancar', 'pada', 'gigi', 'kalau', 'teman', 'bawa', 'mobil', 'penggerak', 'belakang', 'mestinya', 'lebih', 'ringan', 'ya', 'tentu', 'pastikan', 'teman', 'cek', 'mesin', 'sebelum', 'berangkat', 'dan', 'yg', 'lebih', 'utama', 'cek', 'rem', 'ya', 'kok', 'rasanya', 'tadi', 'waktu', 'penuru', 'agak', 'curam', 'seperti', 'ada', 'yg', 'dorong', 'nah', 'masuk', 'lokasi', 'tiket', 'k', 'orang', 'tapi', 'tadi', 'kayaknya', 'anak', 'gak', 'dihitung', 'sama', 'penjaga', 'tiketnya', 'karna', 'ini', 'bareng', 'dgn', 'liburan', 'nataru', 'maka', 'situasi', 'nampak', 'ramai', 'sekali', 'jadi', 'parkiran', 'dekat', 'lokasi', 'penuh', 'ahirnya', 'dapat', 'parkir', 'sekitar', 'meter', 'dr', 'lokasi', 'tarif', 'parkir', 'mobil', 'k', 'tapi', 'lokasi', 'parkir', 'banyak', 'ya', 'gak', 'usah', 'kuatir', 'masuk', 'lokasi', 'seperti', 'yg', 'saya', 'bilang', 'tadi', 'rame', 'sejuk', 'pemandangan', 'indah', 'sedikit', 'berkabut', 'dan', 'bagi', 'teman', 'yg', 'datang', 'dari', 'jauh', 'dan', 'capek', 'ingin', 'nginep', 'teg', 'aja', 'banyak', 'penginapan', 'dan', 'hotel', 'disini', 'tapi', 'saya', 'gak', 'tau', 'tarifnya', 'ya', 'karna', 'saya', 'masuk', 'kategori', 'kantong', 'bpjs', 'jadi', 'mending', 'nginep', 'ditempat', 'sodara', 'yg', 'kebetulan', 'tempatnya', 'menit', 'dari', 'sini', 'untuk', 'maka', 'harga', 'menurut', 'saya', 'normal', 'misalnya', 'sate', 'kelinci', 'k', 'porsi', 'atau', 'pastikan', 'tanya', 'harga', 'dulu', 'sebelum', 'pesan', 'agar', 'tdk', 'terjadi', 'hal', 'yg', 'tidak', 'diinginkan', 'tentang', 'harga', 'setelah', 'makan', 'untuk', 'kopi', 'teh', 'sedikit', 'lebih', 'mahal', 'dari', 'tempat', 'saya', 'sini', 'k', 'gelas', 'kecil', 'tapi', 'itu', 'masih', 'sangat', 'wajar', 'untuk', 'ukuran', 'lokasi', 'wisata', 'oke', 'sementara', 'itu', 'dulu', 'ceramah', 'singkat', 'saya', 'tentang', 'lokasi', 'wisata', 'telaga', 'sarangan', 'magetan', 'salam']","['oke', 'liburan', 'kali', 'karna', 'kesini', 'cerita', 'kondisi', 'jalan', 'ya', 'kondisi', 'jalan', 'menitan', 'lokasi', 'telaga', 'jalannya', 'turun', 'lumayan', 'ya', 'jalan', 'malang', 'cangar', 'gitu', 'teman', 'yg', 'kali', 'pertimbangan', 'teman', 'bawa', 'mobil', 'tua', 'livina', 'penggerak', 'karna', 'keluarga', 'sodara', 'mobil', 'dgn', 'seleksi', 'yg', 'ketat', 'ahirnya', 'terpilih', 'dewasa', 'anak', 'yg', 'dgn', 'penumpang', 'segitu', 'alhamdulilah', 'jala', 'turun', 'lancar', 'gigi', 'teman', 'bawa', 'mobil', 'penggerak', 'mestinya', 'ringan', 'ya', 'pastikan', 'teman', 'cek', 'mesin', 'berangkat', 'yg', 'utama', 'cek', 'rem', 'ya', 'penuru', 'curam', 'yg', 'dorong', 'masuk', 'lokasi', 'tiket', 'k', 'orang', 'kayaknya', 'anak', 'gak', 'dihitung', 'penjaga', 'tiketnya', 'karna', 'bareng', 'dgn', 'liburan', 'nataru', 'situasi', 'nampak', 'ramai', 'parkiran', 'lokasi', 'penuh', 'ahirnya', 'parkir', 'meter', 'dr', 'lokasi', 'tarif', 'parkir', 'mobil', 'k', 'lokasi', 'parkir', 'ya', 'gak', 'kuatir', 'masuk', 'lokasi', 'yg', 'bilang', 'rame', 'sejuk', 'pemandangan', 'indah', 'berkabut', 'teman', 'yg', 'capek', 'nginep', 'teg', 'aja', 'penginapan', 'hotel', 'gak', 'tau', 'tarifnya', 'ya', 'karna', 'masuk', 'kategori', 'kantong', 'bpjs', 'mending', 'nginep', 'ditempat', 'sodara', 'yg', 'tempatnya', 'menit', 'harga', 'normal', 'sate', 'kelinci', 'k', 'porsi', 'pastikan', 'harga', 'pesan', 'tdk', 'yg', 'harga', 'makan', 'kopi', 'teh', 'mahal', 'k', 'gelas', 'wajar', 'ukuran', 'lokasi', 'wisata', 'oke', 'ceramah', 'singkat', 'lokasi', 'wisata', 'telaga', 'sarangan', 'magetan', 'salam']",oke libur kali karna kesini cerita kondisi jalan ya kondisi jalan menit lokasi telaga jalan turun lumayan ya jalan malang cangar gitu teman yg kali timbang teman bawa mobil tua livina gerak karna keluarga sodara mobil dgn seleksi yg ketat ahirnya pilih dewasa anak yg dgn tumpang segitu alhamdulilah jala turun lancar gigi teman bawa mobil gerak mesti ringan ya pasti teman cek mesin berangkat yg utama cek rem ya penuru curam yg dorong masuk lokasi tiket k orang kayak anak gak hitung jaga tiket karna bareng dgn libur nataru situasi nampak ramai parkir lokasi penuh ahirnya parkir meter dr lokasi tarif parkir mobil k lokasi parkir ya gak kuatir masuk lokasi yg bilang rame sejuk pandang indah kabut teman yg capek nginep teg aja inap hotel gak tau tarif ya karna masuk kategori kantong bpjs mending nginep tempat sodara yg tempat menit harga normal sate kelinci k porsi pasti harga pesan tdk yg harga makan kopi teh mahal k gelas wajar ukur lokasi wisata oke ceramah singkat lokasi wisata telaga sarangan magetan salam
268,Har Tatik,,5,12/28/2022 23:55:01,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCaWF1N2d3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBiau7gwE%7CCgwI1a6znQYQ4N-D1wM%7C?hl=id,[],[],
269,Intan Hapsari Jelantik,,4,12/28/2022 12:33:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCc1lUbUZ3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBsYTmFw%7CCgwIou-wnQYQqK32igM%7C?hl=id,[],[],
270,Noven Hadiyas,obyek wisata yang menarik yang perlu diperhatikan untuk akses kendaraan roda ke penginapan sekitar sepanjang telaga karena banyak sekali kuda orang jalan dan kendaraan roda dua yang parkir dijala terutama didekat pasar pintu masuk setidaknya agar saling memperhatikan karena itu jalan umum tanpa larangan untuk kendaraan roda ,3,12/28/2022 10:18:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCMGVuUGRREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB0enPdQ%7CCgwI6q-wnQYQ6KyD5wE%7C?hl=id,"['obyek', 'wisata', 'yang', 'menarik', 'yang', 'perlu', 'diperhatikan', 'untuk', 'akses', 'kendaraan', 'roda', 'ke', 'penginapan', 'sekitar', 'sepanjang', 'telaga', 'karena', 'banyak', 'sekali', 'kuda', 'orang', 'jalan', 'dan', 'kendaraan', 'roda', 'dua', 'yang', 'parkir', 'dijala', 'terutama', 'didekat', 'pasar', 'pintu', 'masuk', 'setidaknya', 'agar', 'saling', 'memperhatikan', 'karena', 'itu', 'jalan', 'umum', 'tanpa', 'larangan', 'untuk', 'kendaraan', 'roda']","['obyek', 'wisata', 'menarik', 'diperhatikan', 'akses', 'kendaraan', 'roda', 'penginapan', 'telaga', 'kuda', 'orang', 'jalan', 'kendaraan', 'roda', 'parkir', 'dijala', 'didekat', 'pasar', 'pintu', 'masuk', 'memperhatikan', 'jalan', 'larangan', 'kendaraan', 'roda']",obyek wisata tarik perhati akses kendara roda inap telaga kuda orang jalan kendara roda parkir jala dekat pasar pintu masuk perhati jalan larang kendara roda
271,fatmawati HP,,3,12/28/2022 06:44:46,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCa2Z2bkNnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBkfvnCg%7CCgwI3suvnQYQwPjvlAI%7C?hl=id,[],[],
272,Septiana Dewi,tempatnya berkabut pastikan yang ga kuat dingin bawa jaket ya kalau pakai mobil bisa langsung parkir dekat telaganya kalau pakai minibus harus parkir dulu lalu carrter mobil kecil utk ngantar sampai telaga per orang atau jalan kaki juga bisa buat olah raga dulu meski jalannya naik turun ada kapal boat naik kuda bebek an banyak sekali ibu yang jualan jagung hangat sayuran segar tanaman hias dan strawberry yang segarrr,4,12/28/2022 04:55:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCa2ZHUUpnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBkfGQJg%7CCgwI1pivnQYQiIK89QI%7C?hl=id,"['tempatnya', 'berkabut', 'pastikan', 'yang', 'ga', 'kuat', 'dingin', 'bawa', 'jaket', 'ya', 'kalau', 'pakai', 'mobil', 'bisa', 'langsung', 'parkir', 'dekat', 'telaganya', 'kalau', 'pakai', 'minibus', 'harus', 'parkir', 'dulu', 'lalu', 'carrter', 'mobil', 'kecil', 'utk', 'ngantar', 'sampai', 'telaga', 'per', 'orang', 'atau', 'jalan', 'kaki', 'juga', 'bisa', 'buat', 'olah', 'raga', 'dulu', 'meski', 'jalannya', 'naik', 'turun', 'ada', 'kapal', 'boat', 'naik', 'kuda', 'bebek', 'an', 'banyak', 'sekali', 'ibu', 'yang', 'jualan', 'jagung', 'hangat', 'sayuran', 'segar', 'tanaman', 'hias', 'dan', 'strawberry', 'yang', 'segarrr']","['tempatnya', 'berkabut', 'pastikan', 'ga', 'kuat', 'dingin', 'bawa', 'jaket', 'ya', 'pakai', 'mobil', 'langsung', 'parkir', 'telaganya', 'pakai', 'minibus', 'parkir', 'carrter', 'mobil', 'utk', 'ngantar', 'telaga', 'orang', 'jalan', 'kaki', 'olah', 'raga', 'jalannya', 'turun', 'kapal', 'boat', 'kuda', 'bebek', 'an', 'jualan', 'jagung', 'hangat', 'sayuran', 'segar', 'tanaman', 'hias', 'strawberry', 'segarrr']",tempat kabut pasti ga kuat dingin bawa jaket ya pakai mobil langsung parkir telaga pakai minibus parkir carrter mobil utk ngantar telaga orang jalan kaki olah raga jalan turun kapal boat kuda bebek an jual jagung hangat sayur segar tanam hias strawberry segarrr
273,nj mardiningsih,great place to run from daily activities but it is too crowded during holidays or weekend because the lake is not wide the other side can be seen clearly you can ride a horse or boat or simply walking around diterjemahkan oleh google tempat yang bagus untuk lari dari aktivitas sehari hari tetapi terlalu ramai saat liburan atau akhir pekan karena danaunya tidak luas sisi lainnya bisa terlihat dengan jelas anda bisa menunggang kuda atau perahu atau sekadar berjalan jalan,4,12/27/2022 19:27:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCb2Z1S0t3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBofuKKw%7CCgwIoI6tnQYQgICcxwE%7C?hl=id,"['great', 'place', 'to', 'run', 'from', 'daily', 'activities', 'but', 'it', 'is', 'too', 'crowded', 'during', 'holidays', 'or', 'weekend', 'because', 'the', 'lake', 'is', 'not', 'wide', 'the', 'other', 'side', 'can', 'be', 'seen', 'clearly', 'you', 'can', 'ride', 'a', 'horse', 'or', 'boat', 'or', 'simply', 'walking', 'around', 'diterjemahkan', 'oleh', 'google', 'tempat', 'yang', 'bagus', 'untuk', 'lari', 'dari', 'aktivitas', 'sehari', 'hari', 'tetapi', 'terlalu', 'ramai', 'saat', 'liburan', 'atau', 'akhir', 'pekan', 'karena', 'danaunya', 'tidak', 'luas', 'sisi', 'lainnya', 'bisa', 'terlihat', 'dengan', 'jelas', 'anda', 'bisa', 'menunggang', 'kuda', 'atau', 'perahu', 'atau', 'sekadar', 'berjalan', 'jalan']","['great', 'place', 'to', 'run', 'from', 'daily', 'activities', 'but', 'it', 'is', 'too', 'crowded', 'during', 'holidays', 'or', 'weekend', 'because', 'the', 'lake', 'is', 'not', 'wide', 'the', 'other', 'side', 'can', 'be', 'seen', 'clearly', 'you', 'can', 'ride', 'a', 'horse', 'or', 'boat', 'or', 'simply', 'walking', 'around', 'diterjemahkan', 'google', 'bagus', 'lari', 'aktivitas', 'sehari', 'ramai', 'liburan', 'pekan', 'danaunya', 'luas', 'sisi', 'menunggang', 'kuda', 'perahu', 'berjalan', 'jalan']",great place to run from daily activities but it is too crowded during holidays or weekend because the lake is not wide the other side can be seen clearly you can ride a horse or boat or simply walking around terjemah google bagus lari aktivitas hari ramai libur pekan danau luas sisi tunggang kuda perahu jalan jalan
274,Widi,dingin dan indah,4,12/27/2022 13:59:37,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCd2NMLTd3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBwcL-7wE%7CCgwIyfSrnQYQ4I7PoAI%7C?hl=id,"['dingin', 'dan', 'indah']","['dingin', 'indah']",dingin indah
275,Doni Yuliansyah,,5,12/27/2022 13:34:43,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCd2VUa0ZnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBweTkFg%7CCgsI8-irnQYQiIHGXA%7C?hl=id,[],[],
276,TirtaGrup,,5,12/27/2022 11:14:01,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCZ2FIYk13EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICBgaHbMw%7CCgsI-aarnQYQ2LK5JQ%7C?hl=id,[],[],
277,Novitta Ayu Amborowati,dingin banget saran saya ketika berkunjung di bulan desember memakai pakaian tebal naik speedboat sekali putaran naik kuda sekali putaran naik bebek mesin jangan lupa belanja sayur buah wajib kalau saya,5,12/27/2022 08:19:54,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCX3NPZGp3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB_sOdjwE%7CCgsIqtWqnQYQyPuPPg%7C?hl=id,"['dingin', 'banget', 'saran', 'saya', 'ketika', 'berkunjung', 'di', 'bulan', 'desember', 'memakai', 'pakaian', 'tebal', 'naik', 'speedboat', 'sekali', 'putaran', 'naik', 'kuda', 'sekali', 'putaran', 'naik', 'bebek', 'mesin', 'jangan', 'lupa', 'belanja', 'sayur', 'buah', 'wajib', 'kalau', 'saya']","['dingin', 'banget', 'saran', 'berkunjung', 'desember', 'memakai', 'pakaian', 'tebal', 'speedboat', 'putaran', 'kuda', 'putaran', 'bebek', 'mesin', 'lupa', 'belanja', 'sayur', 'buah', 'wajib']",dingin banget saran kunjung desember pakai pakai tebal speedboat putar kuda putar bebek mesin lupa belanja sayur buah wajib
278,Girindradestaardhana girindestaardhana,,5,12/26/2022 18:07:11,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCM3ZUNW5RRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICB3vT5nQE%7CCgwIz8WnnQYQyKOLzgM%7C?hl=id,[],[],
