author,review_text,review_rating,datetime,review_link
A. Kemal. F,"Objek Wisata Telaga diatas gunung dengan pemandangan indah asri serta udara yang sejuk.

Dari pintu masuk anda akan menemui tenant yang menjajakan aneka buah tangan, baik itu baju, kerajinan maupun makanan ringan, sayuran serta buah buahan.

Anda bisa jalan kaki mengelilingi telaga yang dapat ditempuh sekitar 30-45 menit, kalau joging sekitar 30 menit atau anda naik kuda (sewa IDR 70K) atau sembari menikmati sensasi deburan ombak dengan naik speed boat (sewa IDR 70K) untuk 1x putaran.

Diseputar area telaga juga banyak pedagang yang jual makanan seperti Sate Kelinci, Sate Ayam, Bakso, Nasi Pecel dan aneka Snacks.

Buat yang gemar fotografi, sangat banyak yang bisa dijadikan objek bidikan kamera anda.

Tiket masuk objek wisata ini @IDR 20K/Ps.",5,02/12/2023 06:31:53,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1a2NhWGl3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICukcaXiwE%7CCgwI2Y-inwYQuKP2-wE%7C?hl=id
Ganis Sindhu,,4,02/11/2023 22:05:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNocHUtbG93RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChpu-lowE%7CCgwImaKgnwYQ-JfcgQE%7C?hl=id
Rivo Mz,"Bagus, oleh-oleh sayur disini juga murah, sayang datang saat mendung",5,02/11/2023 08:35:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoLXRtNnpRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh-tm6zQE%7CCgwIx6adnwYQwI3xuAM%7C?hl=id
Tri Utami,,5,02/11/2023 08:17:24,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoLXRIVEZnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh-tHTFg%7CCgwIlJ6dnwYQ8JLKnAI%7C?hl=id
Mr Ulum,"view nya OK, tp musholla kecil ga representatif 😓",4,02/11/2023 07:10:49,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoLXFybHdRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh-qrlwQE%7CCgwI-f6cnwYQ-OrOsQI%7C?hl=id
Gallery Ndeso,Udara sejuk dan pemandangan yang exsotik,5,02/09/2023 08:30:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoMHRqZ0hREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh0tjgHQ%7CCgwIrt6SnwYQ2NO0mgM%7C?hl=id
Rifki Sawu,,5,02/09/2023 07:01:45,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoa3ZQWUtBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChkvPYKA%7CCgwI2bSSnwYQgPj4mAI%7C?hl=id
badar adela,,5,02/08/2023 09:15:40,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoZ3VUOEpnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChguT8Jg%7CCgsIvNCNnwYQ6O_7Aw%7C?hl=id
Hakim naufal,,5,02/08/2023 03:44:58,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoX0xqRUxBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh_LjELA%7CCgwIurWMnwYQ6LKvqAM%7C?hl=id
Alif Wasito,,5,02/07/2023 13:11:29,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoN05fRWZ3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh7N_Efw%7CCgsIgZyJnwYQ6P_6Rw%7C?hl=id
Dhea Anggi,"Frist time kesinii, huaaaa happy bangeeeet, suasanya sejuk bangeeet, adem, ayeeem, dingin2 sejukk aaaaaa best bgtt sih telaga sarangan inii",5,02/07/2023 09:03:37,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNock9lUHhRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChrOePxQE%7CCgwI6aeInwYQ0JLK2wM%7C?hl=id
Erina & Adi,Bagus seru bangettt naik boat hahahaha hawa dingin jangan lupa pake jaket :),5,02/07/2023 04:15:08,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoelB2OU1BEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChzPv9MA%7CCgwIzKCHnwYQqJfb0wE%7C?hl=id
Syayidil Akbar,"Salah satu destinasi wisata terkenal di Magetan. Pertama kali kesini perjalanan kurleb 5 jam dr Mojokerto.
Suhu di area telaga cukup dingin, disarankan yg tdk tahan hawa dingin untuk pakai jaket tebal, karena jaket hoodie akan masih terada dingin. Disediakan juga persewaan kuda, speed boat, bebek²an dengan harga terjangkau. Untuk kuliner terdapat banyak Ibu² penjual makanan / warung di sekeliling telaga. Untuk yg ingin menginap tersedia juga banyak penginapan villa didekat telaga. Terakhir diharap selalu berhati² karena banyak monyet² liar yg siap mencuri makanan anda. Jadi selalu waspada & jangan lengah😁😁😁",5,02/06/2023 15:34:34,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoOU1qMkV3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh9Mj2Ew%7CCgsIiryEnwYQ-OLdJQ%7C?hl=id
Sherly Mardayanti,,5,02/06/2023 11:59:29,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNodElqRWRnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChtIjEdg%7CCgwIodeDnwYQ8Pj__AI%7C?hl=id
Fauziah Muliawati,"10/10
kesini pas musim penghujan, jadi udaranya dingin dan angin cukup kencang
* jetski 1 putaran 80k, 3 putaran 200k
* naik kuda 1 putaran 50k
* pasar sayur dan oleh-oleh
* kuliner sate kelinci, bakso pentol
kalau kesini wajib naik jetski, nanti pas muter dan sampai ditulisan ""TELAGA SARANGAN"" bisa berhenti sebentar dan minta difotokan sama pak supirnya,
dan yang menarik kuda di sini punya nama keren-keren, ada oscar, stalion, rama, virgo, marco, dll,
overall puas banget liburan disini",5,02/06/2023 11:17:09,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoeEl6dzdnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChxIzw7gE%7CCgwItcODnwYQ4Oi0nwI%7C?hl=id
Arie Prasetya,"Entah sdh brp kali kesini tp g prnh bosan, slalu blk kesini&kesini lg soalnya dsini hawanya adem, rasanya betah kalo dsini",5,02/06/2023 06:36:58,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNobE9mTzZnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChlOfO6gE%7CCgsIisCCnwYQsMeJHQ%7C?hl=id
Totok Sunanto,View bagus,5,02/05/2023 21:58:54,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoNUpycFFBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh5JrpQA%7CCgwIns2AnwYQ8K2FswE%7C?hl=id
Yohan Adi,Mntap,5,02/05/2023 05:47:55,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoLUpPcGxnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh-JOplgE%7CCgwIi4b9ngYQwLH_3wE%7C?hl=id
Agus Setyono,,5,02/04/2023 13:01:09,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNobUx6c3Z3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChmLzsvwE%7CCgwIla75ngYQqLbstgM%7C?hl=id
Herimichi Aino,,5,02/04/2023 06:58:27,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNocU5lR2N3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChqNeGcw%7CCgwIk4T4ngYQqMPlqQM%7C?hl=id
Revira Cahya,,4,02/04/2023 02:14:22,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNocUpTeVpnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChqJSyZg%7CCgwI_v72ngYQuNCWkwM%7C?hl=id
Furi Hidayat,,5,02/03/2023 11:57:36,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoc051TVdREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChsNuMWQ%7CCgwIsO3zngYQsJeDxQM%7C?hl=id
mustika olivia,"Tempatnya sejuk dingin, tempat berekreasi yg recomm banget",4,02/03/2023 04:33:43,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPZ3VuRnVBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICOgunFuAE%7CCgwIp53yngYQ2M-o3AE%7C?hl=id
Zaza Cipet,,5,02/02/2023 11:46:03,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNod0xPV0VnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChwLOWEg%7CCgwI-8TungYQwN3FqAE%7C?hl=id
ichwan yulianto,Tempat ini cocok untuk dijadikan tempat rekreasi bersama keluarga,4,02/01/2023 13:37:17,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCMzZqR1VBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB36jGUA%7CCgwIjdbpngYQwIPz9gE%7C?hl=id
Anang Dwijo Suryanto,"Sejuk dingin view indah, luar biasa. Ramai sekali pengunjung, terutama saat Week end atau Libur Nasional. Waktu SMA Camping bersama teman-teman kampung. Ngamen buat nambah ongkos dan sarapan. Kunjungan terakhir saat teman kuliah Istri Reuni di sini.",4,02/01/2023 13:29:41,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNlaXFmRmFnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICeiqfFag%7CCgwIxdLpngYQiJOvrwM%7C?hl=id
AW Muhammad,"Tempat healing asik...
Tempatnya dingin....
Pinggir telaga banyak tempat ngopi dan makan....
Tiket masuk per orang 19k
Ngopi nyate dan ngemil mulai 10k perlu dicoba",5,02/01/2023 10:56:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCbjRhLUV3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBn4a-Ew%7CCgwI5orpngYQuL2WowM%7C?hl=id
Salon Kecantikan Surabaya,,5,02/01/2023 07:27:41,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCNzhXYnFBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB78WbqAE%7CCgsI7ajongYQuLaFag%7C?hl=id
Jana Yudistira,Bagus,5,02/01/2023 02:02:14,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCcjYzemxRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBr63zlQE%7CCgwIppDnngYQsPCewwI%7C?hl=id
Bintang MD,Sangat ramai saat tanggal merah,5,01/31/2023 14:38:15,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCajZEdUZ3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBj6DuFw%7CCgwI18_kngYQ4Keb9AI%7C?hl=id
Agnes Triana,,5,01/31/2023 12:47:32,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCOS02UWlRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB9-6QiQE%7CCgwI5JvkngYQuKvauwI%7C?hl=id
Den Zam,,5,01/31/2023 02:20:02,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCbDVlTmhnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBl5eNhgE%7CCgwI0vXhngYQgMrN5gE%7C?hl=id
aludianto raharjo,,5,01/31/2023 00:34:29,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCbDhXdVdnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBl8WuWg%7CCgwIlcThngYQsKiY0AE%7C?hl=id
Nart Cahdeso,,4,01/30/2023 23:14:23,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCbDdiRE5REAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBl7bDNQ%7CCgwIz57hngYQkIbhuAE%7C?hl=id
Gus Riza Zakaria,"(Diterjemahkan oleh Google) Proses

(Asli)
Adeem",5,01/30/2023 09:39:37,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCaDctT0ZREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBh7-OFQ%7CCgsI2aDengYQ0L2jCw%7C?hl=id
Dani Damara,,5,01/29/2023 11:12:43,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCbTdTZWdBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBm7SegAE%7CCgwIq6nZngYQyNjdlwE%7C?hl=id
Kusuma Bagas Aristya Wardana,,5,01/29/2023 10:55:27,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCbTdqZ2JBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBm7jgbA%7CCgsIn6HZngYQuOvvJQ%7C?hl=id
Umie Subekti,Tempat nya sejuk nyaman n enak buat yoga kl dipagi hari,5,01/29/2023 02:14:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCcV83NFZ3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBq_74Vw%7CCgwI-qzXngYQ6OjPwQM%7C?hl=id
Winarto Minthuk,Enak suasananya,5,01/29/2023 01:27:34,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCcTdydEt3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBq7rtKw%7CCgwIhpfXngYQqPeTigI%7C?hl=id
aku gaktau,,5,01/28/2023 02:56:27,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMDVtdXFnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB05muqgE%7CCgsI253SngYQsND3IQ%7C?hl=id
Sitap,"Tempat wisata
Ada kuliner
Ada permainan speedboat
Ada menunggang kuda
Ada udara yang segar
👍🏻👍🏻👍🏻👍🏻",5,01/28/2023 01:32:01,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMDdxTmd3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB07qNgwE%7CCgsIkfbRngYQoPawEA%7C?hl=id
Saya Avif,Layak dikunjungi,4,01/27/2023 11:13:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCdy12X2V3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBw-v_ew%7CCgwIyePOngYQ8JqFwwE%7C?hl=id
DEDEK MASRUATUL,"Bisa jadi alternatif liburan keluarga kalian
Disini kalian bisa naik kuda, makan sate kelinci dan ayam, jagung bakar, nasi pecel, naik speedboat seru banget, dan pastinya pemandangan alam sekitar telaga
Udara nya sejuk, banyak penginapan juga yang langsung berhadapan dengan telaga. Kalau dari arah solo harus ekstra hati"" Karena jalan nya naik terus dan sampe di perbatasan jatim Jateng jalan mulai turun tajam dan berkelok. Kendaraan pastikan aman",4,01/27/2023 07:08:47,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCZy1fMGVREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBg-_0eQ%7CCgwI__DNngYQ8NvW_wI%7C?hl=id
Abdul Halim,"Tempatnya asyik,, makanannya jg enak, yg menjadi ciri khas adalah sate kelincinya... Banyak penginapan juga dan akses jalannya lebar",4,01/26/2023 18:33:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCdmNhY2pBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBvcacjAE%7CCgwI-o7LngYQwKH8wwI%7C?hl=id
Agus Ramanto,,5,01/26/2023 12:04:35,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCblpiSkl3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBnZbJIw%7CCgsI09jJngYQgLiwSw%7C?hl=id
Hari Siswoyo,,5,01/25/2023 14:55:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCOWFmQU1nEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB9afAMg%7CCgwI5YXFngYQkJKy8AE%7C?hl=id
siAgunx Nugroho,,5,01/25/2023 12:03:53,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCOWZpS3B3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB9fiKpwE%7CCgwIqbXEngYQuNOsuAI%7C?hl=id
Lathif Zamroni,,5,01/25/2023 10:05:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCdGFXZXZRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBtaWevQE%7CCgwI8v3DngYQ8JH-7wE%7C?hl=id
Rizal Syamsi,Harga tiket masuk yang agak mahal dengan fasilitas yang ada,3,01/24/2023 15:12:00,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCcFltVjhnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBpYmV8gE%7CCgsIwOq_ngYQ8LHyLQ%7C?hl=id
Long Story,"Kesini pas panas, rame banget, jalan aja puter telaga.. lumayan..",5,01/24/2023 13:06:35,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCeFplNU9REAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBxZe5OQ%7CCgwI26-_ngYQsIKfxAE%7C?hl=id
Soni Nurrochim,Bagus banget pemandangan di area telaga sarangan.. 😁👍,5,01/24/2023 09:47:35,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCaGVlaF93RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBheeh_wE%7CCgwIt9K-ngYQoPqBtQI%7C?hl=id
Gix Antoro,,5,01/24/2023 07:06:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCaFpyakZnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBhZrjFg%7CCgwI64a-ngYQsPa_4QI%7C?hl=id
Gagas Catur Gunawan (Gega),"Hawanya sejuk sekali karena di dataran tinggi
Tidak ada tiket masuk, cukup bayar parkir
Akses jalan masuk menurut saya ada yang ekstrim pada beberapa titik🥶
Banyak penjual makanan (ada sate kelinci), wahana naik speed boat & naik kuda",5,01/23/2023 15:25:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMmFqRTlnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB2ajE9gE%7CCgwI6M26ngYQ0M_hmAI%7C?hl=id
Aditya Rahmat Ilahi,kurangnya toilet dekat telaga,5,01/23/2023 12:54:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCbVk2dzJ3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBmY6w2wE%7CCgwI-oa6ngYQiJayhAM%7C?hl=id
Youas Kusmiyati,,4,01/23/2023 08:29:10,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCNlpiWElnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB6ZbXIg%7CCgwI1oq5ngYQqNuNoAE%7C?hl=id
ifta 23,Bagus banget tempatnya . Tiket murah 20rb/org. Apalagi kalo pagi setengah siang kelihatan pemandangannya,5,01/23/2023 04:16:17,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCcWVXd2pnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBqeWwjgE%7CCgwIkZS4ngYQgM_U7gI%7C?hl=id
Elsa Noormalasari,"bagus banget! enak kalau jalan-jalan pas pagi jam 9an, suhunya hangat. naik perahu/speedboat juga terjangkau harganya. orang-orangnya pedagang juga ramahh2. toko yang berjualan oleh-oleh disitu juga murah harganyaa. top banget buat liburan sama keluarga",5,01/22/2023 23:28:00,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCeWVlMkVBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDByee2EA%7CCgwIgI23ngYQuKbrpQM%7C?hl=id
Fauzi Alfandri,,5,01/22/2023 22:56:32,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCeVl1TzlBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDByYuO9AE%7CCgsIoP62ngYQqJ-mSw%7C?hl=id
Anak Soleh,,5,01/22/2023 15:15:36,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCaVlEN3FnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDBiYD7qgE%7CCgwImKa1ngYQ0N3P0QM%7C?hl=id
Lintang Kemukus,,5,01/22/2023 15:09:05,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCOGRfODBnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB8d_80gE%7CCgsIkaO1ngYQoNiHIQ%7C?hl=id
Mustakim Most,,5,01/22/2023 05:05:24,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCMFpfNldBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB0Z_6WA%7CCgwIlIizngYQwOO6pQM%7C?hl=id
Agus Julian,"Sate kelinci kopi hitam...
Cocok sambil liat telaga.👍👍👍",5,01/22/2023 05:03:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMGVfZWxBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB0e_elAE%7CCgsIkYezngYQiJOvOA%7C?hl=id
nina hanifah,"Sejuk, tenang, bagus, cukup bersih, penginapan cukup murah",5,01/22/2023 01:46:03,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMGE3Wnd3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB0a7ZwwE%7CCgwI26qyngYQoMGDlAE%7C?hl=id
SISWANTORO,,5,01/21/2023 22:56:45,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMFlEUmpRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDB0YDRjQE%7CCgsIrduxngYQ6Ny8KA%7C?hl=id
